code,species,laboratory_species,Ciprofloxacin,Cefepime,Meropenem,Piperacillin-Tazobactam,Cotrimoxazole,Ceftazidime,Levofloxacin,Colistin,Tobramycin,Ceftriaxone,Imipenem,Amikacin,Tigecycline,Clindamycin,Amoxicillin-Clavulanic acid,Amoxicillin,Posaconazole,Itraconazole,Voriconazole,Caspofungin,Amphotericin B,Penicillin,Vancomycin,Ertapenem,Metronidazole,Moxifloxacin,Rifampicin,Erythromycin,Fluconazole,Anidulafungin,5-Fluorocytosine,Micafungin,Ampicillin-Amoxicillin,Norfloxacin,Fosfomycin-Trometamol,Cefpodoxime,Chloramphenicol,Aminoglycosides,Quinolones,Daptomycin,Teicoplanin,Linezolid,Gentamicin,Gentamicin_high_level,Nitrofurantoin,Cefuroxime,Meropenem_without_meningitis,Meropenem_with_meningitis,Fosfomycin,Aztreonam,Cefazolin,Tetracycline,Fusidic acid,Oxacillin,Clarithromycin,Isoniazid_.1mg-l,Streptomycin,Rifampicin_1mg-l,Ethambutol_5mg-l,Pyrazinamide,Azithromycin,Cefixime,Doxycycline,Mupirocin,Vancomycin_GRD,Teicoplanin_GRD,Cefoxitin_screen,Ceftarolin,Ticarcillin-Clavulan acid,Penicillin_with_endokarditis,Penicillin_without_meningitis,Penicillin_without_endokarditis,Penicillin_with_pneumonia,Penicillin_with_other_infections,Penicillin_with_meningitis,Meropenem_with_pneumonia,Minocycline,Cefuroxime.1,Amoxicillin-Clavulanic acid_uncomplicated_HWI,Ceftazidime-Avibactam,Ceftolozane-Tazobactam,Ampicillin-Sulbactam,Ceftobiprole,Bacitracin,Isoniazid_.4mg-l,Strepomycin_high_level,Isavuconazole
3f23bf77-fe13-4841-80ba-90b217f94866_MALDI1,Arcanobacterium haemolyticum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96fc0ffa-45d4-47ab-9aa2-387b51f6eada_MALDI1,Lactobacillus kalixensis,Lactobacillus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946557dc-6aab-4808-956e-23ce0ef2d402_MALDI1,Peptoniphilus ivorii,Peptoniphilus species (grampositive Anaerobier),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8dbc415e-aa99-472d-bf10-e33d2d1cad14_MALDI1,Alcaligenes faecalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4c79dc6b-1ddb-4c19-af81-775911c91d08_MALDI1,Streptococcus pseudoporcinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4efd340c-bf12-4c8e-9487-da09d827c05f_MALDI1,Pasteurella dagmatis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40a923a0-dfe6-44af-8ad8-3a172eb63e7a_MALDI1,Acinetobacter bereziniae,Acinetobacter species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18d7a012-0eaf-47f4-bf86-651ed36ec6e8_MALDI1,Kocuria rhizophila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e84075c6-0f99-48b0-9e29-f6a0a2c258b5_MALDI1,Bacteroides caccae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68649191-bebd-4b84-b739-d596851acefe_MALDI1,Enterococcus malodoratus,Enterococcus malodoratus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61ea2edd-2bb7-4eed-9125-cb552127e372_MALDI1,Lysinibacillus boronitolerans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c97b1d8d-a05d-497e-892e-38ed3f370c1e_MALDI1,Lactobacillus oris,Lactobacillus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781c0049-17eb-4860-8594-177623966084_MALDI1,Leclercia adecarboxylata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547125dc-1852-448e-81f7-76056f74a9e5_MALDI1,Campylobacter rectus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49cc4517-1c5f-4fd3-8d4b-d4507e4674c7_MALDI1,Cupriavidus pauculus,Cupriavidus species (früher Ralstonia),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d88f2de-1176-4b42-aa25-80437982103b_MALDI1,Cupriavidus pauculus,Cupriavidus species (früher Ralstonia),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8dbfadf7-6615-4368-9e4f-ec4b8e304c63_MALDI1,Bacillus weihenstephanensis,Bacillus cereus-Gruppe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f53a2261-72ec-4dc9-8ccd-12dc1aadebb0_MALDI1,Chryseobacterium arachidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e355f39-1290-4460-8095-601d2f8602a8_MALDI1,Pseudomonas synxantha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60b869dd-edf5-47ad-b4fb-f53a0161e136_MALDI1,Brevibacillus laterosporus,Brevibacillus species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3b8b0b4-7456-4fb1-8de5-175b497b1458_MALDI1,Eubacterium limosum,Eubacterium limosum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
035ac1e9-74f8-4857-832b-122bd8f5b068_MALDI1,Kocuria palustris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56a603ab-3932-455b-bcf8-96cb7181c766_MALDI1,Kocuria palustris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40dc7712-1399-407f-a8c9-c095d3d4e0db_MALDI1,Rahnella aquatilis,Rahnella aquatilis,S,S,-,S,-,-,-,-,-,R,-,-,-,-,S,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,,-,,-,-,-,-,-,,,,-,-,,,,,,-
2ff2aa0f-83b3-49fa-b4c1-d7863df9e2f6_MALDI1,Bacillus licheniformis,Bacillus species nicht B. cereus-Gruppe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1bb510dc-9f80-406a-a89b-6a330f4e4ded_MALDI1,Peptoniphilus asaccharolyticus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6924795-50c4-4ad8-9ab2-1b0b18b5ed47_MALDI1,Peptoniphilus asaccharolyticus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e3cda21-ab7d-4e7f-a0c3-951fc9656859_MALDI1,Veillonella ratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d34e47d7-a27c-4f13-b254-3843274e366e_MALDI1,Veillonella ratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5051862f-11cc-4b53-84cb-a5744436a75c_MALDI1,Lactobacillus pentosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90e35415-2333-411a-9a58-1e3d8b42b91e_MALDI1,Moraxella_sg_Moraxella atlantae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a8fc50d-0272-4ab5-b925-dad5e6df1f28_MALDI1,Flavonifractor plautii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ffb4a0c1-7bf1-4c4b-93dc-8cccbc22bfbb_MALDI1,Bordetella petrii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c02c29c8-ea3c-4c81-9df5-993aba665ab3_MALDI1,Megasphaera micronuciformis,Megasphaera species (gramnegative Anaerobier),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98236f85-ca99-4868-9eaa-74d2a340da68_MALDI1,Filifactor villosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233804c3-3d62-4880-ae48-55cbffd39121_MALDI1,Brevibacterium casei,Brevibacterium species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84f43cde-0064-4d6d-8d01-f21830968b83_MALDI1,Peptoniphilus tyrrelliae,Peptoniphilus species (grampositive Anaerobier),-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,S,-,-,-,I,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-
0b998404-e971-40ac-bd13-5cd1cbe92e47_MALDI1,Campylobacter rectus,Campylobacter rectus (gramnegative Anaerobier),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcad877a-d6f0-4967-ac36-5d93823f98cf_MALDI1,Staphylococcus equorum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8f50f1a-855c-4d20-95b7-3054746a4c73_MALDI1,Corynebacterium urealyticum,Corynebacterium urealyticum,R,-,S,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,S,S,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-
321d88c6-f5c9-429b-a0b6-96386431f598_MALDI1,Bacteroides cellulosilyticus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca20c800-c9e0-4fe5-89d1-91b4c490850a_MALDI1,Acidaminococcus intestini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13b7ebc2-ade1-4ebe-9f23-25b7860a08c9_MALDI1,Clostridium symbiosum,Clostridium symbiosum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8eb61de2-0802-4fef-afa3-1d1d9fef0d23_MALDI1,Lactobacillus oris,Lactobacillus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f56331c1-cd4e-4375-a1c7-1264463329d5_MALDI1,Pseudomonas alcaliphila,Pseudomonas species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8e6f594a-772d-49db-9219-c948643e4027_MALDI1,Campylobacter rectus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58bb9792-6b59-4792-9f1b-de314fa16fc8_MALDI1,Streptococcus sinensis,Streptococcus mitis-Gruppe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75ba2b41-270d-409b-8ac9-cb5fa6a59c8d_MALDI1,Corynebacterium diphtheriae,Corynebacterium diphtheriae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09acb756-eeb3-4ea9-bea9-37e9d2129129_MALDI1,Corynebacterium diphtheriae,Corynebacterium diphtheriae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1c82133e-f0bb-4e8b-acac-536004317518_MALDI1,Corynebacterium diphtheriae,Corynebacterium diphtheriae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e288aa7-498e-426b-9eda-9fbc712061ff_MALDI1,Acinetobacter lwoffii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14bb9f34-714e-4d85-84fb-6f6987fe753d_MALDI1,Candida bracarensis,Candida species,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,S,-,-,-,-,-,-,-,-,R,S,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,,-,,-,-,-,-,-,,,,-,-,,,,,,-
76c9344b-f749-48b0-bc83-0c93e396911f_MALDI1,Leptotrichia trevisanii,Leptotrichia species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c3e7112-2466-457c-a23b-2abedb469a49_MALDI1,Arthroderma benhamiae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a136621d-2f45-4aec-9ebc-7a46a74230e8_MALDI1,Veillonella montpellierensis,Veillonella species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de5d7155-ebf5-44da-8190-aeb28a3e3911_MALDI1,Streptococcus infantis,Streptococcus sanguinis (S. mitis-Gruppe),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43b2f1be-bc4d-4982-8c7c-d23bab6a4a07_MALDI1,Gallibacterium anatis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76a9b45f-7aa0-433c-9710-979c73eda5ef_MALDI1,Parabacteroides johnsonii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14f3002f-8a6b-4667-9ddc-6c3c9adb935f_MALDI1,Leclercia adecarboxylata,Leclercia adecarboxylata (früher Escherichia),S,S,S,S,S,S,S,S,S,S,S,S,-,-,S,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-
cc20ba1d-84ed-40a7-b845-fd6a0829bb89_MALDI1,Lactobacillus parabuchneri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81087005-d6a2-4913-a9d7-774c07cc8238_MALDI1,Brevibacillus brevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3f0b16a-6a31-4693-8cba-cf471a926c07_MALDI1,Microbacterium lacticum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83a6561f-8e97-4922-902f-bf7d2da55ab3_MALDI1,Odoribacter splanchnicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70e2760d-1ac4-40b2-87e0-4ecb64e18609_MALDI1,Clostridium glycolicum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595c45f3-75b9-4266-b175-6e01edb03482_MALDI1,Methylobacterium rhodesianum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ef59acad-2ae2-4c3e-bd1f-3b582b290bc1_MALDI1,Arthrographis kalrae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1e54724e-2dcc-48b7-93ac-0631dce5b32e_MALDI1,Rothia terrae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75107b62-ef0e-4f7b-bdb2-2f30331d03fc_MALDI1,Rothia terrae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0f7c3555-8336-4d1f-8b65-388f0b1400d9_MALDI1,Advenella kashmirensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3159df8d-3e8f-4f78-bef7-14917c7e3ec0_MALDI1,Actinomyces sp,Actinomyces species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9048e073-2b38-4237-90e7-bab73e93479a_MALDI1,Actinomyces sp,Actinomyces species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0c1f129-7c0d-447a-b255-fd661dd33f60_MALDI1,Canibacter oris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3b937b5-bb02-414a-81c8-3633108a3ea8_MALDI1,Citrobacter youngae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725ee09e-851b-48ac-88e0-8f0de26987d7_MALDI1,Pseudomonas fluorescens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5712a79b-f184-4d98-94be-64b873b601ca_MALDI1,Candida metapsilosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57495309-5039-494a-ac44-906fa048544c_MALDI1,Lelliottia amnigena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9dbf34b9-4adf-4396-be23-935ac5ebceb3_MALDI1,Bacteroides caccae,Bacteroides caccae (B. fragilis-Gruppe),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29ebae5d-bbc9-4a1a-b275-b4580b809650_MALDI1,Bacteroides caccae,Bacteroides caccae (B. fragilis-Gruppe),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29775501-97a2-44a4-bcfc-fd6996b2063e_MALDI1,Prevotella dentalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99cbce0a-dd78-48c7-ae42-5086cde289f4_MALDI1,Prevotella baroniae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72f16578-282e-4166-a413-c8710e379052_MALDI1,Actinomyces naeslundii,Actinomyces naeslundii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657a9ad5-fded-415a-b60b-13c7e472fcb3_MALDI1,Corynebacterium bovis,Corynebacterium amycolatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f729e40-4e13-42fe-91b5-1ab0cc4ec67f_MALDI1,Aspergillus fumigatus,Aspergillus fumigatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4a4af342-cabe-4d79-9502-ba0928c515e4_MALDI1,Aspergillus terreus,Aspergillus terreus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,,-,,-,-,-,-,-,,,,-,-,,,,,,S
f769c175-050c-4f17-a532-bc680901890d_MALDI1,Aspergillus terreus,Aspergillus terreus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,,-,,-,-,-,-,-,,,,-,-,,,,,,S
13cba3e3-2419-4ea2-a112-f69e340ef70b_MALDI1,Arthrographis kalrae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10a9ceb9-dabc-40b9-bab5-2e18e426b707_MALDI1,Acinetobacter parvus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8fb1f24-5c46-4cba-a145-0d3e647d1a00_MALDI1,Olsenella profusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206e4043-0842-42c8-b027-594af5ede376_MALDI1,Dermacoccus nishinomiyaensis,Dermacoccus nishinomiyaensis (früher Micrococcus),-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,S,S,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,,-,,-,-,-,-,-,,,,-,-,,,,,,-
9a632352-5990-40f9-8c9e-128089562a6e_MALDI1,Clostridium novyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
